30 70 0.0403441
31 71 0.0103623
32 72 0.071049
32 73 0.0342999
32 74 0.108552
33 75 0.0211103
32 76 0.0496877
34 77 0.0215585
34 78 0.0396394
35 79 0.0282952
34 80 0.167393
35 81 0.0245482
34 82 0.037857
36 83 0.0270703
36 84 0.147615
37 85 0.0181653
36 86 0.0056374
37 87 0.00189166
38 88 0.0268007
39 89 0.0073562
40 90 0.0174914
40 91 0.00142299
40 92 0.000424737
41 93 0.000683504
40 94 0.00112635
42 95 0.000990358
40 96 0.00202997
42 97 0.000583611
42 98 0.000539276
44 99 0.00127533
42 100 0.00168286
44 101 0.00200804
44 102 0.0023925
45 103 0.0022779
44 104 0.00260978
46 105 0.00207975
46 106 0.00134972
47 107 0.00168115
46 108 0.000956999
47 109 0.00139603
46 110 0.00127779
48 111 0.00125634
48 112 0.00146782
48 113 0.00104338
48 114 0.00146007
49 115 0.00095052
48 116 0.000824901
50 117 0.00130683
50 118 0.00214394
50 119 0.00163044
50 120 0.00191221
51 121 0.000753238
50 122 0.00138084
51 123 0.00103496
50 124 0.00203135
52 125 0.00238282
52 126 0.00461611
53 127 0.00801937
52 128 0.014011
54 129 0.0103742
52 130 0.0152947
54 131 0.00801833
54 132 0.00641841
55 133 0.00306021
54 134 0.00384155
56 135 0.00249302
54 136 0.0033419
56 137 0.00173424
56 138 0.00219904
57 139 0.00162501
58 140 0.0016784
59 141 0.00115492
58 142 0.000697867
60 143 0.000751764
60 144 0.00107012
60 145 0.000583045
60 146 0.000579456
62 147 0.000365599
60 148 0.000463964
62 149 0.000358368
60 150 0.000547303
63 151 0.000508225
62 152 0.000646279
63 153 0.000563946
62 154 0.000682305
64 155 0.000540155
64 156 0.00067258
64 157 0.000550632
64 158 0.000722381
65 159 0.000711561
64 160 0.000882834
66 161 0.000888351
66 162 0.00108567
66 163 0.00117976
66 164 0.00125783
67 165 0.00103083
68 166 0.000930773
68 167 0.000678969
68 168 0.000632995
69 169 0.000427865
68 170 0.000467107
70 171 0.000378175
70 172 0.000487971
70 173 0.000407074
70 174 0.000506602
71 175 0.000397446
70 176 0.00038268
72 177 0.000313683
72 178 0.000254485
72 179 0.000183939
72 180 0.000194348
73 181 0.000142865
74 182 0.000184311
74 183 8.85738e-05
74 184 0.000145233
75 185 0.000208012
74 186 0.000339328
75 187 0.000442802
76 188 0.000991133
76 189 0.00144957
76 190 0.00215049
77 191 0.00325694
76 192 0.00390305
77 193 0.00557609
78 194 0.00608169
78 195 0.00646153
78 196 0.00440762
79 197 0.00280182
78 198 0.00140065
80 199 0.00075128
80 200 0.000497413
80 201 0.000396627
80 202 0.000386567
81 203 4.98828e-05
80 204 0.000404066
81 205 0.000758666
82 206 0.00302186
82 207 0.00218877
82 208 4.64649e-06
83 209 0.000779695
90 232 0.000725568
92 235 0.000104993
92 238 0.000421788
