0.01 5764010869893.531 1878260209798.1116 1467081907389.0745 1464521859418.6038 1467081907389.0745
0.013 4129429320668.2397 1435504589331.9797 1010189124863.9581 1124824911282.225 1010189124863.9581
0.016900000000000002 3139004521060.9507 1150788485192.667 749520728727.3219 922310182739.6392 749520728727.3219
0.02197 2485729301681.029 943477946808.7627 589538063946.0901 782325461499.946 589538063946.0901
0.028561 1991697110453.2358 770094351834.1575 474396705755.43207 664129866634.6702 474396705755.43207
0.0371293 1589016780672.224 617915686859.1459 382384738570.8409 554581156500.1459 380633502765.54425
0.04826809 1257988438247.562 486931050546.0125 307050853436.6692 452872329127.3619 304876576041.04114
0.062748517 988531680383.5393 378136330700.5664 245384929710.20016 361181960168.82 242854967442.86243
0.0815730721 770891425717.0057 290351784548.37274 194852567682.32037 281676324024.3983 192600307953.60025
0.10604499373000001 596081833015.4634 220812538520.83438 153336186222.63263 215564073047.23718 151503168766.5077
0.137858491849 455940755998.1686 166287421223.36417 119015027569.53815 162522221933.8601 117583493847.57056
0.17921603940370004 342679657180.87634 123619312265.23479 90216790738.36328 120738304552.94057 89121158440.16109
0.23298085122481008 249791464085.9866 89978314622.41356 65713004607.6866 87756339964.03596 64904035561.85745
0.3028751065922531 173616009819.49884 63280762939.5287 45104312708.075035 61562973416.67059 44539183800.088554
0.3937376385699291 113372634926.08005 42446079623.09047 28674750505.004414 41089611619.32172 28308180096.170967
0.5118589301409079 69280069202.18262 27041715324.482994 16765451880.716434 25789692559.913628 16547088118.455616
0.6654166091831801 40315987708.78116 16555400742.351522 9171996575.990316 15036863746.322752 9050483440.614225
0.8650415919381342 23326212098.409885 9977413085.937717 4974410728.755608 8072422365.250386 4905667328.646867
1.1245540695195746 14059073786.86822 6030271134.318071 2898368172.2524557 3987395971.647921 2852833837.4822845
1.461920290375447 8947661463.34851 3663587408.5911107 1871523179.7001529 1832656744.000401 1834838509.4936547
1.900496377488081 5945501423.81815 2255814055.0645123 1293734721.9603086 815703104.6916591 1260728045.4769282
2.4706452907345056 4122942152.6438327 1462672955.377903 925779337.2073462 374487529.68211865 894052098.6997485
3.2118388779548575 3000429669.998298 1036192036.0811566 678983551.120658 182623375.2191187 646421266.873018
4.175390541341315 2260556253.4035835 786669177.321706 506981248.0759411 91542530.70341027 471747374.1060473
5.4280077037437096 1713489118.8507464 604504923.3882198 380692381.4081883 44902448.06917079 341674607.028686
7.056410014866823 1274738943.5157788 449677380.1358633 283583003.17229533 20910462.35902243 240952092.2228336
9.17333301932687 916359853.0467197 316456290.82504976 207094387.05483454 9113893.108079052 162681218.39540038
11.925332925124932 632372945.6769227 208700686.08815196 147341387.45775017 3693305.777617431 103999666.58819768
15.502932802662412 421831187.191233 129662059.4967474 102705825.09583156 1393713.4844838344 62865062.2279558
20.153812643461134 278303427.5930618 77817186.09223656 71472965.37441352 496867.86552518274 36258148.647573166
26.199956436499477 186916865.8612295 46803938.09496766 50742354.9074376 171750.83960873203 20262105.176550824
34.05994336744932 129717708.40602387 28790466.34011758 37097180.45262502 59012.13757793366 11139736.693396656
44.27792637768412 92654207.54264055 17961894.86166942 27788548.43128974 20446.073745351805 6213126.379353112
57.561304290989355 67579805.6614547 11295186.812985778 21126132.056059208 7250.151311862899 3310145.9967713994
74.82969557828616 49979211.37957065 7292880.127008104 16113562.367720474 2690.6157510781054 1777584.2336787195
97.27860425177202 36909764.33918813 4913565.012019069 12115204.866793118 1053.370343125696 953155.9055299459
126.46218552730363 26599933.493977796 3378943.486215511 8802706.571933271 425.0206265430247 498911.12803595443
164.40084118549473 18391280.59011702 2256693.490120377 6115714.076993287 170.82514593286902 255207.58684864882
213.72109354114315 12257387.222682104 1406748.3674819227 4109185.6854497003 67.61144611377297 128900.89840931483
277.83742160348606 8181824.727285 816024.0620835247 2786136.820739298 27.071369986403056 64282.527518922
361.18864808453196 5826664.897121471 465839.5524278311 2025872.9457122977 11.546586819772065 31170.224813707588
469.5452425098916 4606103.114593768 294033.3244779786 1628695.5854976089 5.412475405976756 15149.55238010541
610.4088152628591 3961826.409044108 221159.76394416584 1412217.7627070518 2.7284372368082366 7287.972037581634
793.5314598417168 3550031.6592434784 186570.86940765593 1269276.7747418198 1.4103594215139503 3453.521540646624
