223 85 0 1 50 0 3.167 0.0000000000000000        1.0556669999999999        0.0000000000000000
223 86 0 1 1458 0 2.012 0.0000000000000000       0.30934079999999997       0.52660000000000007
223 87 6e-05 0.99994 1320 5.562 1.1492 3.2770000000000000E-004   4.8698349999999994E-002  0.34560000000000002
223 88 1 0 987552 5.9793 0 5.6650000000000000       0.13356070000000000        0.0000000000000000
219 86 1 0  3.96 6.9461 0 6.7549999999999999        5.8128189999999996E-002   0.0000000000000000
215 84 0.999998 2.3e-06 0.001781 7.5263 0.715 7.3879999999999999        3.0021600000000001E-004   0.0000000000000000
211 82 0 1 2166 0 1.367 0.0000000000000000        6.3723440000000006E-002  0.44550000000000001
211 83 0.99724 0.00276 128.4 6.7503 0.574  6.5490000000000004        4.7661610000000000E-002   4.7720000000000000E-004
211 84 1 0 5.160000e-1 7.594500 0 7.4420000000000002        8.0287729999999995E-003   0.0000000000000000
207 81 0 1 286.2 0 1.418 0.0000000000000000        2.3805810000000001E-003  0.49160000000000004
207 82 0 0 0 0 0 0 0 0 
