70 29 3.4923559960000006 0.03219652446439074
70 31 0.007272281762509999 0.07866424095542304
71 30 0.3149095072 0.07639729358051324
72 29 2.81741469406 0.030062305442795385
72 30 0.14521284156 1.7973125176508222
72 31 2.77009983816642 0.031402313593223694
73 29 0.30560903999999994 0.08928268947424052
73 30 0.118743006 0.07537543846868411
73 31 0.34095931794030115 0.17282404882242838
74 29 2.0875477287999997 0.03491515772977758
74 31 3.032793498996001 0.03226114785237053
75 30 1.819706154865 0.0679293747116654
75 31 0.33110359100000003 0.13354475263647297
75 32 0.035234639261999996 0.30087282818598626
76 29 1.6663970320000006 0.05037043785220506
76 30 0.5229532127249998 0.3006283858999506
76 31 2.80047713616 0.03371306345540525
77 30 1.93957197216 0.07429000680985047
77 32 1.0784680847402 0.13705535991424364
77 33 0.008076574363937999 0.299898528218188
78 30 1.5291555365850007 0.117388852550215
78 31 2.5385355518599995 0.034781559800283204
78 32 0.278058048 0.2591645229576045
78 33 1.3065824609999994 0.038498913481730464
79 31 2.0811588394300005 0.03770173600118262
79 32 0.308495795532 0.166807087394045
79 33 0.03377989877 0.07620860574442447
80 31 2.5753519396800004 0.034447924018333353
80 32 0.14657757516 0.17466395429552112
80 33 0.5819225020000002 0.0381013249836047
81 31 2.2178169259969995 0.043558427009364714
81 32 2.6396957656 0.06043334660794082
81 33 0.230268658 0.06390742613636687
81 34 0.008142366614 0.136399001158374
82 33 0.3081716234 0.03440113330630345
83 34 2.5378667482000012 0.05984879779541373
83 35 0.006874419208964922 0.06947073510639953
84 33 3.14603010988 0.02732329163236105
84 34 0.4082 0.10705645472392639
84 35 1.7573392384704 0.02777187899002105
85 34 2.055050598 0.03528826759972939
85 35 0.06131338576669999 0.03741045040214235
85 36 0.0022307584152706996 0.07211774587701296
86 34 2.271656245 0.049297604576314165
86 35 3.297167523 0.02483404268553528
87 34 0.6619257169999999 0.07883186108870073
87 35 3.3447103039 0.025700737269147907
87 36 0.7919103471327998 0.04667270706400301
88 35 3.1337529922399976 0.028283751675893948
88 36 1.9529790191264618 0.0467740199476601
88 37 0.677338579472 0.025994095431018133
89 35 1.6266584707840002 0.04595583339586913
89 36 1.9310979645599993 0.043449069795615046
